PSO,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
482,1.315111974,0.571359149,3277.63011,9.424273706,2238.699546,5.72,0.063447359,-8751.935084,53.11952094,1.250600824,0.799026108,0.534289817,2.961043823,0.998003838,0.003765317,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
483,1.277096827,0.566345649,3269.261604,9.399561902,2234.134347,5.52,0.063447359,-8752.39628,53.06891532,1.239004148,0.789917583,0.529581262,2.912299276,0.998003838,0.00376502,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
484,1.221309423,0.562103004,3259.703636,9.374056746,2230.727584,5.38,0.063447359,-8753.204707,52.99379463,1.208015267,0.779098521,0.521890248,2.841087065,0.998003838,0.003764616,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
485,1.180405903,0.555238077,3245.15611,9.358332042,2223.01668,5.26,0.0628958,-8753.598838,52.93084838,1.194697352,0.772632851,0.518279471,2.749236609,0.998003838,0.003764148,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
486,1.126819504,0.552109701,3230.910452,9.327756628,2218.671274,5.2,0.062390533,-8753.915404,52.88090043,1.180263465,0.763558891,0.508634903,2.695464744,0.998003838,0.003763863,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
487,1.081355463,0.549145028,3224.075357,9.275407191,2215.964429,5.1,0.061945458,-8754.099007,52.77116115,1.170514943,0.750325607,0.503235411,2.609838424,0.998003838,0.003763398,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
488,1.047675493,0.545497764,3215.896604,9.256051663,2213.013866,5.04,0.061943868,-8754.630102,52.55671167,1.161952717,0.738085314,0.485839643,2.524389978,0.998003838,0.003762361,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
489,0.980528749,0.541738785,3205.117521,9.234745596,2208.570894,4.8,0.061943868,-8755.080303,52.45106263,1.150319159,0.729141461,0.479516892,2.46630144,0.998003838,0.003762098,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
490,0.929266109,0.538329638,3187.167706,9.200308688,2206.40245,4.68,0.061828879,-8755.31055,52.24914572,1.143578955,0.720805601,0.472142255,2.378108635,0.998003838,0.003761453,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
491,0.894876646,0.534726021,3174.267908,9.173110228,2200.67296,4.62,0.061828879,-8755.562172,52.19160362,1.134059405,0.702879972,0.465425582,2.315268483,0.998003838,0.00376099,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
492,0.875844058,0.531703199,3158.237649,9.162118415,2197.330843,4.52,0.061353279,-8759.406521,52.07682949,1.118203946,0.69343149,0.458585628,2.263061493,0.998003838,0.003760556,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
493,0.850341863,0.528433774,3151.160043,9.13470483,2192.643506,4.48,0.060902708,-8763.103004,52.01092812,1.108208363,0.673337692,0.451702235,2.169815586,0.998003838,0.003760153,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
494,0.802938144,0.524594904,3139.806143,9.102283227,2185.849753,4.38,0.060779365,-8763.552902,51.94320571,1.096643594,0.664959527,0.442297594,2.116026819,0.998003838,0.003759816,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
495,0.76221673,0.521157802,3117.286583,9.093675459,2183.474616,4.32,0.060695915,-8765.197968,51.91932119,1.090296405,0.650296646,0.437004929,2.088264793,0.998003838,0.00375949,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
496,0.731672285,0.517985896,3104.718474,9.075209469,2179.860526,4.26,0.060269144,-8766.630805,51.83158092,1.080715157,0.639106646,0.422965694,1.980996989,0.998003838,0.003758944,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
497,0.701481255,0.514684214,3094.631614,9.054518609,2171.349301,4.16,0.059878701,-8778.760257,51.76304021,1.072807273,0.626919823,0.414229624,1.941773991,0.998003838,0.003758711,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
498,0.67192322,0.511106818,3086.998917,9.022793008,2166.573486,4.06,0.059878701,-8779.07268,51.72933394,1.06275827,0.605456675,0.406338608,1.890610013,0.998003838,0.003758298,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
499,0.642351028,0.508890101,3059.395655,9.007016898,2163.720605,4.02,0.059506545,-8779.314842,51.6907371,1.04601913,0.597054228,0.400066426,1.851649002,0.998003838,0.003757496,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.296694505,-7.568811754
